age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,salary
18,Self-emp,Bachelors,8,Separated,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,36,42769
34,Self-emp,Masters,16,Separated,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,68,93657
39,Private,HS-grad,9,Divorced,Tech-support,Wife,Black,Female,32,38218
51,Government,Doctorate,10,Married,Tech-support,Wife,Asian-Pac-Islander,Male,73,80155
62,Private,HS-grad,5,Single,Exec-managerial,Unmarried,Black,Male,66,28779
58,Self-emp,Doctorate,2,Divorced,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,42,145457
46,Government,Assoc,15,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Female,50,68340
21,Private,HS-grad,15,Widowed,Other-service,Own-child,White,Female,57,43796
22,Private,Assoc,6,Married,Exec-managerial,Unmarried,Other,Female,64,62972
28,Private,Some-college,11,Single,Prof-specialty,Husband,White,Female,46,39906
68,Private,Some-college,15,Single,Other-service,Wife,Black,Female,89,18252
38,Private,Masters,12,Single,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,74,134557
52,Government,Assoc,8,Married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,89,90148
29,Private,Doctorate,13,Single,Other-service,Husband,Amer-Indian-Eskimo,Male,54,82200
43,Government,Masters,5,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,53,109845
68,Private,HS-grad,1,Separated,Tech-support,Not-in-family,Black,Female,29,45741
36,Self-emp,HS-grad,8,Married,Tech-support,Wife,Amer-Indian-Eskimo,Male,37,38846
62,Self-emp,Doctorate,9,Single,Craft-repair,Own-child,Asian-Pac-Islander,Female,69,74640
24,Private,Bachelors,1,Widowed,Tech-support,Unmarried,White,Male,14,92945
64,Unemployed,Bachelors,8,Widowed,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,97,53711
24,Self-emp,HS-grad,10,Widowed,Exec-managerial,Wife,Asian-Pac-Islander,Male,27,57733
43,Government,Doctorate,12,Separated,Prof-specialty,Husband,Asian-Pac-Islander,Female,5,91367
57,Private,Bachelors,2,Widowed,Prof-specialty,Not-in-family,Black,Male,44,69031
22,Government,Assoc,4,Single,Tech-support,Husband,Amer-Indian-Eskimo,Male,15,58014
38,Unemployed,HS-grad,13,Single,Tech-support,Unmarried,Black,Female,67,28428
31,Private,Some-college,15,Widowed,Tech-support,Wife,White,Male,1,32405
21,Self-emp,Assoc,15,Divorced,Other-service,Husband,White,Male,24,72125
40,Government,Doctorate,2,Widowed,Exec-managerial,Own-child,Asian-Pac-Islander,Male,76,97608
59,Self-emp,Some-college,2,Divorced,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,62,25288
37,Self-emp,Assoc,10,Married,Exec-managerial,Husband,Asian-Pac-Islander,Female,78,84115
32,Private,Bachelors,3,Married,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,57,79489
67,Government,Bachelors,14,Single,Craft-repair,Wife,Black,Female,20,51078
69,Unemployed,Some-college,8,Separated,Prof-specialty,Not-in-family,White,Male,58,26111
62,Self-emp,Masters,4,Single,Exec-managerial,Husband,White,Female,14,80346
46,Private,HS-grad,7,Single,Sales,Husband,Black,Male,78,26202
25,Private,Some-college,12,Separated,Craft-repair,Wife,Other,Male,53,32520
58,Unemployed,Doctorate,10,Single,Tech-support,Own-child,Other,Male,35,100542
65,Private,HS-grad,3,Separated,Other-service,Wife,Other,Female,62,53615
36,Self-emp,Assoc,10,Single,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,61,61599
65,Private,Doctorate,12,Married,Other-service,Wife,Black,Male,19,114773
56,Government,Doctorate,14,Divorced,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,84,137813
63,Government,Bachelors,15,Single,Sales,Husband,Amer-Indian-Eskimo,Female,42,87013
45,Self-emp,Assoc,14,Divorced,Craft-repair,Own-child,Black,Male,44,55866
63,Government,Bachelors,16,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,87,98003
44,Unemployed,Bachelors,13,Single,Exec-managerial,Own-child,Black,Female,98,89263
21,Private,Masters,11,Married,Tech-support,Not-in-family,Other,Female,1,147475
32,Self-emp,Bachelors,14,Separated,Exec-managerial,Not-in-family,Other,Male,68,75039
52,Unemployed,HS-grad,3,Married,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,81,35970
54,Private,Doctorate,2,Divorced,Prof-specialty,Unmarried,White,Male,90,108030
18,Unemployed,Bachelors,13,Separated,Exec-managerial,Unmarried,Black,Male,78,84388
20,Self-emp,Some-college,12,Married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,46,35617
64,Self-emp,HS-grad,6,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,51,48311
41,Unemployed,Assoc,6,Married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,32,50884
44,Private,Doctorate,1,Separated,Sales,Unmarried,White,Female,84,130901
57,Government,Some-college,7,Married,Exec-managerial,Own-child,Black,Female,80,23882
53,Government,Some-college,12,Married,Craft-repair,Unmarried,Other,Male,19,34271
51,Unemployed,Assoc,14,Divorced,Tech-support,Husband,Amer-Indian-Eskimo,Female,39,75570
46,Self-emp,Some-college,14,Married,Other-service,Unmarried,Black,Male,88,39609
41,Private,HS-grad,4,Married,Tech-support,Wife,Black,Male,14,42609
41,Private,Assoc,13,Widowed,Prof-specialty,Unmarried,Black,Female,29,46810
59,Self-emp,Some-college,11,Separated,Other-service,Wife,White,Male,42,27924
21,Government,Assoc,12,Widowed,Prof-specialty,Not-in-family,Black,Female,14,52292
20,Private,Assoc,3,Divorced,Sales,Wife,White,Female,11,55606
51,Unemployed,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Female,75,77555
66,Government,Bachelors,13,Single,Prof-specialty,Unmarried,Black,Male,47,68107
40,Unemployed,Bachelors,8,Separated,Prof-specialty,Unmarried,Other,Female,24,46678
69,Government,Some-college,2,Married,Tech-support,Husband,Black,Female,22,39683
40,Self-emp,Doctorate,9,Widowed,Exec-managerial,Not-in-family,Other,Female,49,147271
62,Unemployed,HS-grad,13,Widowed,Sales,Wife,Amer-Indian-Eskimo,Male,55,38530
22,Unemployed,Some-college,8,Married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,55,21960
48,Self-emp,Bachelors,16,Married,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,85,54322
58,Unemployed,Assoc,8,Divorced,Prof-specialty,Unmarried,White,Female,70,99435
23,Government,Some-college,13,Widowed,Tech-support,Own-child,Amer-Indian-Eskimo,Female,78,28018
54,Private,Assoc,3,Widowed,Prof-specialty,Own-child,Asian-Pac-Islander,Male,73,67308
27,Private,Assoc,13,Single,Prof-specialty,Wife,Asian-Pac-Islander,Male,35,85857
57,Self-emp,Assoc,4,Single,Tech-support,Wife,Other,Male,44,50411
24,Government,Masters,2,Widowed,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,36,90414
56,Unemployed,Doctorate,2,Single,Exec-managerial,Wife,White,Male,89,78347
55,Unemployed,HS-grad,4,Widowed,Exec-managerial,Not-in-family,White,Female,15,57040
38,Private,HS-grad,6,Separated,Tech-support,Husband,Other,Male,45,50037
37,Unemployed,Bachelors,5,Divorced,Exec-managerial,Husband,Other,Female,62,66881
20,Private,Masters,15,Single,Other-service,Wife,Amer-Indian-Eskimo,Male,92,127377
68,Self-emp,Some-college,1,Widowed,Other-service,Husband,Other,Male,50,18000
39,Unemployed,Some-college,16,Single,Other-service,Wife,Asian-Pac-Islander,Male,78,31837
64,Government,HS-grad,13,Divorced,Sales,Wife,White,Male,13,38708
21,Unemployed,Doctorate,10,Separated,Prof-specialty,Wife,Asian-Pac-Islander,Female,31,121648
45,Private,Assoc,1,Married,Sales,Not-in-family,Black,Female,5,68773
29,Self-emp,Bachelors,15,Married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,83,89917
55,Private,Doctorate,6,Single,Tech-support,Husband,White,Male,8,123388
68,Unemployed,HS-grad,3,Widowed,Other-service,Husband,Black,Female,13,53597
53,Private,Masters,3,Divorced,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,41,109028
64,Private,Bachelors,7,Separated,Sales,Not-in-family,Black,Male,17,75853
58,Self-emp,HS-grad,13,Separated,Exec-managerial,Wife,Other,Male,32,46555
22,Government,Some-college,13,Separated,Prof-specialty,Wife,White,Female,5,31877
30,Unemployed,Bachelors,1,Married,Exec-managerial,Unmarried,Other,Male,9,60811
40,Self-emp,HS-grad,1,Divorced,Other-service,Husband,Asian-Pac-Islander,Male,34,26930
67,Government,Some-college,14,Married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,1,39634
47,Private,Some-college,13,Single,Tech-support,Unmarried,White,Male,40,29557
54,Government,Assoc,10,Separated,Craft-repair,Husband,Amer-Indian-Eskimo,Female,79,87390
42,Private,Masters,3,Divorced,Other-service,Unmarried,White,Female,54,83315
65,Private,Assoc,14,Separated,Prof-specialty,Unmarried,Other,Female,32,98043
44,Self-emp,HS-grad,8,Married,Other-service,Wife,Asian-Pac-Islander,Female,98,48962
68,Private,Doctorate,1,Married,Other-service,Unmarried,Black,Female,99,113305
31,Self-emp,Assoc,16,Married,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,50,92178
65,Government,Doctorate,10,Separated,Other-service,Husband,White,Female,59,82914
64,Government,Some-college,13,Divorced,Tech-support,Husband,White,Female,92,21521
53,Private,HS-grad,4,Divorced,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,81,35875
56,Self-emp,Masters,9,Single,Tech-support,Own-child,Black,Female,62,136240
33,Private,Doctorate,14,Separated,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,11,117425
39,Self-emp,HS-grad,4,Single,Craft-repair,Husband,White,Male,23,27151
38,Self-emp,Doctorate,10,Single,Other-service,Unmarried,White,Female,26,97934
38,Self-emp,Assoc,8,Single,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,63,49009
25,Government,HS-grad,7,Single,Sales,Unmarried,Amer-Indian-Eskimo,Female,46,26860
66,Self-emp,Assoc,3,Married,Exec-managerial,Own-child,White,Male,69,91918
33,Government,Bachelors,7,Single,Tech-support,Not-in-family,White,Male,90,41031
48,Self-emp,HS-grad,15,Divorced,Tech-support,Own-child,White,Female,6,39539
59,Government,Doctorate,7,Single,Other-service,Husband,Other,Female,51,86519
27,Unemployed,Bachelors,10,Married,Tech-support,Wife,White,Female,43,42912
49,Government,Assoc,3,Widowed,Sales,Wife,Asian-Pac-Islander,Male,98,73127
51,Government,Assoc,2,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,42,76445
26,Private,Doctorate,15,Widowed,Tech-support,Not-in-family,Black,Female,13,128712
34,Self-emp,Bachelors,9,Separated,Other-service,Unmarried,Amer-Indian-Eskimo,Male,25,85622
28,Unemployed,Some-college,15,Divorced,Craft-repair,Own-child,Black,Female,2,19003
49,Private,Masters,1,Married,Tech-support,Wife,White,Male,14,80149
27,Self-emp,Doctorate,14,Widowed,Tech-support,Own-child,Amer-Indian-Eskimo,Female,17,104781
39,Unemployed,Assoc,7,Married,Tech-support,Wife,White,Male,40,73632
34,Unemployed,HS-grad,4,Married,Other-service,Wife,Amer-Indian-Eskimo,Female,39,31860
21,Unemployed,Bachelors,2,Separated,Prof-specialty,Wife,Other,Male,25,70641
65,Self-emp,Some-college,15,Widowed,Tech-support,Husband,Other,Male,91,24536
69,Unemployed,Masters,2,Single,Prof-specialty,Own-child,Other,Female,48,149018
64,Unemployed,HS-grad,8,Married,Prof-specialty,Unmarried,Black,Male,88,25654
42,Private,Bachelors,7,Widowed,Sales,Not-in-family,Amer-Indian-Eskimo,Male,49,62841
38,Government,Some-college,12,Married,Craft-repair,Unmarried,Black,Female,33,21755
54,Self-emp,Doctorate,7,Separated,Tech-support,Own-child,Amer-Indian-Eskimo,Female,27,83854
55,Government,Some-college,5,Separated,Tech-support,Not-in-family,White,Female,45,36235
66,Private,Doctorate,14,Single,Tech-support,Unmarried,Other,Male,31,78020
18,Government,Bachelors,16,Separated,Prof-specialty,Not-in-family,Other,Male,63,93442
42,Unemployed,Some-college,10,Widowed,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,38,31051
68,Unemployed,Masters,8,Separated,Craft-repair,Wife,Black,Male,79,127146
53,Self-emp,Some-college,14,Single,Other-service,Own-child,Black,Male,40,23847
34,Self-emp,Bachelors,2,Divorced,Tech-support,Husband,Asian-Pac-Islander,Male,58,62407
58,Self-emp,HS-grad,2,Married,Exec-managerial,Not-in-family,Other,Female,65,44883
41,Private,HS-grad,5,Married,Exec-managerial,Own-child,Other,Female,11,33475
19,Self-emp,Some-college,15,Widowed,Exec-managerial,Wife,Black,Female,15,29914
57,Private,Some-college,1,Single,Craft-repair,Wife,Other,Female,97,20526
32,Unemployed,Doctorate,6,Single,Exec-managerial,Own-child,Black,Male,57,101885
49,Government,Bachelors,4,Single,Other-service,Unmarried,Asian-Pac-Islander,Female,96,68859
56,Unemployed,Doctorate,6,Married,Tech-support,Own-child,Amer-Indian-Eskimo,Female,25,80362
23,Unemployed,Masters,7,Separated,Other-service,Wife,Amer-Indian-Eskimo,Male,39,143463
18,Unemployed,HS-grad,13,Married,Tech-support,Own-child,Asian-Pac-Islander,Female,33,51917
64,Self-emp,Assoc,3,Married,Sales,Husband,Other,Male,29,45927
40,Self-emp,Assoc,16,Married,Prof-specialty,Unmarried,White,Male,58,86535
56,Self-emp,Bachelors,11,Separated,Exec-managerial,Own-child,Other,Male,98,52725
34,Government,Bachelors,13,Divorced,Other-service,Wife,Black,Male,72,40049
51,Self-emp,Assoc,8,Widowed,Prof-specialty,Own-child,White,Male,11,85128
58,Private,Bachelors,7,Divorced,Prof-specialty,Own-child,Asian-Pac-Islander,Female,13,92032
46,Unemployed,HS-grad,13,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,69,45435
26,Government,Masters,1,Married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,83,147324
30,Government,Masters,6,Divorced,Prof-specialty,Husband,Other,Female,21,143730
23,Government,Doctorate,7,Married,Tech-support,Wife,Amer-Indian-Eskimo,Male,3,94325
23,Government,HS-grad,16,Married,Craft-repair,Not-in-family,Other,Male,26,51852
37,Government,Bachelors,14,Widowed,Exec-managerial,Own-child,Black,Female,33,85549
69,Private,Bachelors,11,Single,Exec-managerial,Unmarried,Black,Male,94,56557
20,Unemployed,Doctorate,15,Married,Tech-support,Husband,Asian-Pac-Islander,Female,22,71908
34,Government,Doctorate,4,Divorced,Other-service,Husband,Black,Male,62,83076
66,Unemployed,Bachelors,14,Widowed,Tech-support,Husband,Other,Male,5,47983
29,Self-emp,Bachelors,2,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,19,82811
65,Government,HS-grad,16,Single,Craft-repair,Own-child,Black,Female,9,36975
64,Government,Doctorate,10,Separated,Exec-managerial,Husband,Black,Male,58,100294
62,Unemployed,HS-grad,9,Single,Other-service,Own-child,Other,Male,24,29982
18,Government,Some-college,16,Widowed,Sales,Unmarried,Black,Female,39,18597
34,Government,Bachelors,7,Single,Tech-support,Own-child,Amer-Indian-Eskimo,Female,76,87555
20,Government,Assoc,16,Single,Sales,Own-child,Amer-Indian-Eskimo,Female,61,82704
43,Private,Assoc,1,Widowed,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,48,75509
32,Private,Some-college,8,Widowed,Tech-support,Wife,Amer-Indian-Eskimo,Female,91,19740
53,Government,Bachelors,15,Divorced,Exec-managerial,Not-in-family,White,Female,50,97436
49,Private,Doctorate,3,Married,Tech-support,Own-child,Amer-Indian-Eskimo,Female,62,111138
49,Self-emp,Assoc,4,Separated,Other-service,Husband,White,Male,53,40864
21,Government,Doctorate,12,Separated,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,21,118445
35,Self-emp,Assoc,5,Separated,Sales,Own-child,Amer-Indian-Eskimo,Male,38,48577
66,Unemployed,Doctorate,1,Single,Craft-repair,Wife,Other,Female,99,70713
36,Self-emp,Assoc,15,Widowed,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,96,44865
60,Unemployed,Doctorate,6,Widowed,Other-service,Wife,Black,Male,59,112184
69,Government,Some-college,10,Widowed,Tech-support,Husband,Amer-Indian-Eskimo,Female,97,26910
52,Unemployed,HS-grad,6,Married,Sales,Own-child,Asian-Pac-Islander,Male,43,55709
57,Unemployed,Doctorate,2,Widowed,Exec-managerial,Husband,Other,Male,17,80585
31,Self-emp,HS-grad,11,Widowed,Sales,Unmarried,Other,Female,69,58133
50,Self-emp,HS-grad,10,Single,Other-service,Wife,Amer-Indian-Eskimo,Female,44,37812
31,Self-emp,Bachelors,6,Divorced,Tech-support,Wife,Asian-Pac-Islander,Female,84,46355
51,Government,Some-college,8,Separated,Sales,Wife,Amer-Indian-Eskimo,Female,63,21911
21,Government,HS-grad,6,Single,Exec-managerial,Not-in-family,Black,Female,23,54963
41,Self-emp,Masters,4,Single,Prof-specialty,Husband,Other,Female,68,101459
46,Government,HS-grad,15,Single,Other-service,Unmarried,Other,Female,26,29265
36,Government,Doctorate,4,Separated,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,94,125955
23,Unemployed,HS-grad,9,Single,Craft-repair,Not-in-family,White,Male,48,40812
50,Unemployed,Doctorate,16,Divorced,Other-service,Own-child,Asian-Pac-Islander,Male,47,134382
66,Self-emp,Doctorate,6,Widowed,Prof-specialty,Unmarried,Black,Male,46,123358
57,Government,Masters,8,Divorced,Tech-support,Wife,Asian-Pac-Islander,Male,29,86489
36,Unemployed,HS-grad,8,Widowed,Sales,Wife,White,Male,34,41744
18,Private,HS-grad,7,Widowed,Sales,Own-child,Black,Female,10,38326
22,Government,Assoc,3,Single,Prof-specialty,Wife,Black,Female,20,56750
44,Private,Assoc,10,Single,Prof-specialty,Husband,White,Female,88,75625
33,Self-emp,Bachelors,1,Separated,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,34,80558
23,Government,Doctorate,5,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,13,100526
57,Self-emp,Masters,16,Divorced,Craft-repair,Own-child,Black,Female,87,143470
30,Self-emp,Assoc,13,Separated,Tech-support,Own-child,Asian-Pac-Islander,Female,10,84650
65,Self-emp,HS-grad,15,Separated,Tech-support,Husband,White,Male,86,44348
52,Self-emp,Bachelors,10,Divorced,Prof-specialty,Wife,Other,Male,45,56398
36,Self-emp,Masters,10,Divorced,Craft-repair,Own-child,White,Female,78,104349
29,Government,Some-college,15,Widowed,Craft-repair,Own-child,Asian-Pac-Islander,Male,89,25064
33,Private,HS-grad,2,Married,Exec-managerial,Husband,Black,Male,82,53121
60,Government,HS-grad,12,Single,Sales,Own-child,Asian-Pac-Islander,Female,84,33192
27,Government,Some-college,10,Married,Tech-support,Wife,Other,Female,92,38037
42,Government,Doctorate,13,Married,Craft-repair,Own-child,Black,Male,8,94354
37,Unemployed,Doctorate,2,Single,Exec-managerial,Husband,Other,Female,5,96558
48,Unemployed,Assoc,14,Married,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,85,60857
21,Government,Assoc,7,Separated,Exec-managerial,Unmarried,White,Male,20,61975
61,Private,HS-grad,11,Separated,Sales,Husband,Amer-Indian-Eskimo,Male,44,30808
40,Government,HS-grad,13,Single,Craft-repair,Unmarried,Asian-Pac-Islander,Female,80,29979
19,Self-emp,Assoc,3,Single,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,58,81746
39,Unemployed,Some-college,13,Divorced,Prof-specialty,Wife,White,Female,20,34804
68,Unemployed,Assoc,8,Divorced,Exec-managerial,Own-child,Black,Female,89,83187
54,Government,HS-grad,9,Married,Exec-managerial,Wife,Other,Male,71,57987
25,Government,Masters,14,Married,Sales,Not-in-family,Black,Female,89,113050
24,Private,HS-grad,13,Single,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,74,36068
31,Private,Masters,8,Married,Other-service,Own-child,Asian-Pac-Islander,Male,40,124918
20,Self-emp,Masters,6,Widowed,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,16,142114
67,Government,HS-grad,5,Separated,Exec-managerial,Husband,White,Male,4,33538
33,Government,Bachelors,3,Married,Exec-managerial,Wife,White,Female,10,64215
36,Government,Assoc,3,Married,Craft-repair,Wife,Asian-Pac-Islander,Female,51,65722
68,Unemployed,Doctorate,7,Divorced,Tech-support,Wife,Black,Female,48,92638
35,Self-emp,HS-grad,13,Widowed,Other-service,Husband,White,Male,95,29865
69,Private,Masters,5,Married,Other-service,Wife,White,Female,76,91140
33,Unemployed,HS-grad,12,Separated,Prof-specialty,Own-child,Asian-Pac-Islander,Female,20,56215
25,Unemployed,Assoc,14,Married,Exec-managerial,Unmarried,Black,Male,32,57498
50,Unemployed,Some-college,6,Single,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,66,19123
66,Unemployed,Masters,14,Widowed,Prof-specialty,Wife,Other,Female,60,95955
29,Self-emp,Doctorate,6,Married,Sales,Husband,Asian-Pac-Islander,Female,11,94946
